         212540 function calls (208312 primitive calls) in 0.461 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\spines.py:149(get_patch_transform)
       94    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       51    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\traitlets.py:606(_validate)
      143    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:269(x1)
      143    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:279(y1)
        1    0.000    0.000    0.040    0.040 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:434(__init__)
        1    0.000    0.000    0.003    0.003 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\legend.py:701(_init_legend_box)
    83/45    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:700(get_xaxis_transform)
       12    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:770(cla)
       39    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:1520(transform_path)
        2    0.000    0.000    0.073    0.036 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\legend.py:588(draw)
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1360(set_solid_capstyle)
       22    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\weakref.py:44(__new__)
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1897(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:724(get_xaxis_text1_transform)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\IPython\core\formatters.py:397(lookup_by_type)
       78    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:2151(transform_non_affine)
       23    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\patches.py:783(_convert_units)
       20    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1093(<listcomp>)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\sre_compile.py:276(_optimize_charset)
       46    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backend_bases.py:889(set_capstyle)
       76    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\config\loader.py:214(_is_section_key)
       60    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\text.py:231(get_rotation)
       34    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1005(get_path)
       76    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\dtypes\base.py:254(is_dtype)
       43    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:2236(get_matrix)
     13/3    0.000    0.000    0.002    0.001 C:\Users\Admin\anaconda3\lib\sre_parse.py:435(_parse_sub)
       39    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:1529(transform_path_affine)
        1    0.000    0.000    0.009    0.009 C:\Users\Admin\anaconda3\lib\site-packages\PIL\JpegImagePlugin.py:34(<module>)
        2    0.000    0.000    0.151    0.075 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1600(wrapper)
       44    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backend_bases.py:867(set_alpha)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\linalg\linalg.py:314(solve)
    33/28    0.000    0.000    0.015    0.001 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       20    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\config\configurable.py:121(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\lib\polynomial.py:44(poly)
        5    0.000    0.000    0.014    0.003 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:2032(_get_tick_boxes_siblings)
      7/1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\ipykernel\jsonutil.py:109(json_clean)
       23    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:1957(rotate_deg_around)
       44    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\text.py:1091(set_position)
       48    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:256(<listcomp>)
       52    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1470(is_extension_array_dtype)
      359    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
      4/2    0.000    0.000    0.222    0.111 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\image.py:113(_draw_list_compositing_images)
       96    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       42    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       90    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:332(_set_artist_props)
       47    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\text.py:235(set_rotation_mode)
       53    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\dtypes\base.py:411(find)
       25    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:2511(__init__)
      152    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        7    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\legend.py:836(<listcomp>)
       40    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(ptp)
       21    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
       10    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        2    0.000    0.000    0.120    0.060 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:400(draw)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\indexes\base.py:1764(is_unique)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\inspect.py:2639(args)
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1218(set_markersize)
       78    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\config\loader.py:295(__contains__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
       42    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
      303    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\path.py:216(codes)
       48    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\text.py:928(set_color)
      227    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\font_manager.py:1228(score_size)
       76    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\config\loader.py:308(_has_section)
       56    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1512(convert_units)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
      227    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\font_manager.py:1164(score_style)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1652(set_minor_locator)
       27    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\text.py:218(_get_xy_display)
        1    0.000    0.000    0.014    0.014 C:\Users\Admin\anaconda3\lib\site-packages\PIL\PngImagePlugin.py:1178(_save)
       28    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:692(_transform_path)
       80    0.000    0.000    0.000    0.000 {built-in method math.floor}
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1175(set_markeredgewidth)
    83/45    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:776(get_yaxis_transform)
      112    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\cycler.py:227(<genexpr>)
      144    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:260(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1860(_stack_arrays)
       20    0.000    0.000    0.085    0.004 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1089(_get_tick_bboxes)
        5    0.000    0.000    0.013    0.003 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:2324(_get_tick_boxes_siblings)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\PIL\TiffImagePlugin.py:403(ImageFileDirectory_v2)
      138    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:200(<lambda>)
       15    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\patches.py:597(get_window_extent)
       58    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:1610(_is_dtype_type)
        2    0.000    0.000    0.222    0.111 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2665(draw)
       12    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1345(_copy_tick_props)
       14    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\figure.py:65(as_list)
       84    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\font_manager.py:1116(get_default_size)
       22    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\patches.py:339(_set_facecolor)
       46    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backend_bases.py:884(set_antialiased)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\scipy\signal\filter_design.py:2479(bilinear_zpk)
      282    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\artist.py:1043(sticky_edges)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\traitlets.py:1592(traits)
    18/11    0.000    0.000    0.041    0.004 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\offsetbox.py:471(<listcomp>)
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:486(set_pickradius)
        4    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\spines.py:31(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\scipy\signal\filter_design.py:4161(buttap)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\anaconda3\lib\site-packages\scipy\signal\filter_design.py:2237(iirfilter)
       85    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      227    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\font_manager.py:794(get_size)
       26    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\offsetbox.py:729(get_extent)
       11    0.000    0.000    0.008    0.001 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:131(draw_path)
       18    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\markers.py:753(_set_tickdown)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\tight_bbox.py:39(restore_bbox)
       38    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1146(set_marker)
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\artist.py:1028(set_zorder)
        1    0.000    0.000    0.030    0.030 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\image.py:1502(imsave)
        9    0.000    0.000    0.025    0.003 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:2011(_get_tick)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      159    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\font_manager.py:912(set_file)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
      105    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       16    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\ticker.py:2109(__init__)
        9    0.000    0.000    0.344    0.038 C:\Users\Admin\anaconda3\lib\site-packages\IPython\core\formatters.py:331(__call__)
        1    0.000    0.000    0.348    0.348 C:\Users\Admin\anaconda3\lib\site-packages\IPython\core\formatters.py:89(format)
       47    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\traitlets.py:1492(has_trait)
       40    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\text.py:1039(set_fontsize)
      305    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:1741(get_affine)
       46    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\text.py:1204(set_usetex)
        2    0.000    0.000    0.002    0.001 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:664(__init__)
       34    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\dtypes\common.py:537(is_categorical_dtype)
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\text.py:24(_wrap_text)
       22    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\patches.py:313(_set_edgecolor)
        4    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1292(_check_1d)
        5    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\series.py:839(__getitem__)
       15    0.000    0.000    0.048    0.003 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\offsetbox.py:271(get_offset)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.correlate}
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1160(set_markeredgecolor)
        9    0.000    0.000    0.022    0.002 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:2301(_get_tick)
        5    0.000    0.000    0.060    0.012 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\offsetbox.py:344(get_window_extent)
        1    0.000    0.000    0.461    0.461 <ipython-input-2-3945f939fbe8>:9(task3)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\tight_bbox.py:8(adjust_bbox)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:800(get_yaxis_text1_transform)
        7    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\legend.py:821(_auto_legend_data)
      240    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3164(_around_dispatcher)
       66    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\shape_base.py:208(_arrays_for_stack_dispatcher)
       20    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\artist.py:246(_get_clipping_extent_bbox)
        2    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3214(set_xlim)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:127(__init__)
      7/4    0.000    0.000    0.014    0.003 <frozen importlib._bootstrap>:650(_load_unlocked)
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1022(set_antialiased)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\internals\managers.py:1733(_form_blocks)
       32    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:707(_get_transformed_path)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:196(_set_labelrotation)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\traitlets.py:1606(<listcomp>)
        1    0.000    0.000    0.342    0.342 C:\Users\Admin\anaconda3\lib\site-packages\IPython\core\pylabtools.py:97(print_figure)
       53    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\offsetbox.py:105(<listcomp>)
       74    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:241(__array__)
      169    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:194(_reshape_dispatcher)
       10    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\ticker.py:760(get_offset)
      166    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1756(<listcomp>)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\markers.py:733(_set_tickleft)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\generic.py:188(__init__)
       49    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1841(_str_lower_equal)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:524(apply_tickdir)
        1    0.000    0.000    0.007    0.007 C:\Users\Admin\anaconda3\lib\site-packages\pandas\io\parsers.py:2059(read)
        3    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\ticker.py:1749(raise_if_exceeds)
       70    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\legend.py:933(get_bbox_to_anchor)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:854(_translate_tick_kw)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:269(mgr_locs)
        2    0.000    0.000    0.002    0.001 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:367(_plot_args)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\gridspec.py:140(get_grid_positions)
       32    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\patches.py:269(get_patch_transform)
      227    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\font_manager.py:1181(score_variant)
        1    0.000    0.000    0.387    0.387 C:\Users\Admin\anaconda3\lib\site-packages\ipykernel\pylab\backend_inline.py:23(show)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\shape_base.py:286(hstack)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:2387(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\scipy\linalg\special_matrices.py:552(companion)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2337(all)
       17    0.000    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
       94    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\traitlets.py:1130(cross_validation_lock)
      179    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\path.py:247(should_simplify)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\generic.py:5467(__setattr__)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\construction.py:423(sanitize_array)
       22    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\markers.py:747(_set_tickup)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\IPython\core\formatters.py:550(_in_deferred_types)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\legend.py:787(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\internals\blocks.py:2672(get_block_type)
      152    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:582(formatter)
       86    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\PIL\BmpImagePlugin.py:27(<module>)
       23    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:2356(transform_path_non_affine)
       16    0.000    0.000    0.004    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:754(_set_scale)
        5    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:2094(_update_offset_text_position)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\internals\managers.py:232(_rebuild_blknos_and_blklocs)
      152    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\_collections_abc.py:392(__subclasshook__)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3197(_validate_converted_limits)
      7/4    0.000    0.000    0.015    0.004 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
       68    0.000    0.000    0.000    0.000 {built-in method math.cos}
      7/4    0.000    0.000    0.014    0.003 <frozen importlib._bootstrap_external>:777(exec_module)
        5    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\pandas\core\generic.py:5411(__finalize__)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:989(set)
        7    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\colors.py:197(_to_rgba_no_colorcycle)
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:531(set_markevery)
       46    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backend_bases.py:962(set_linewidth)
       38    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backend_bases.py:993(get_hatch_path)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\offsetbox.py:777(__init__)
       68    0.000    0.000    0.000    0.000 {built-in method math.sin}
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\traitlets\traitlets.py:2950(validate)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:911(_set_position)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\markers.py:739(_set_tickright)
        1    0.000    0.000    0.350    0.350 C:\Users\Admin\anaconda3\lib\site-packages\IPython\core\display.py:131(display)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\PIL\GifImagePlugin.py:27(<module>)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\scale.py:639(scale_factory)
       16    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\ticker.py:2909(__init__)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:2694(get_transformed_points_and_affine)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\lib\arraysetops.py:347(intersect1d)
      114    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\artist.py:571(get_gid)
       83    0.000    0.000    0.000    0.000 {built-in method math.radians}
        3    0.000    0.000    0.002    0.001 C:\Users\Admin\anaconda3\lib\sre_parse.py:937(parse)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:4092(<listcomp>)
       83    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\sre_parse.py:172(append)
       10    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\numeric.py:720(convolve)
      129    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\offsetbox.py:162(<genexpr>)
