         212540 function calls (208312 primitive calls) in 0.461 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:2244(get_tick_space)
       15    0.000    0.000    0.000    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      101    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
      451    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\artist.py:165(convert_xunits)
      141    0.000    0.000    0.035    0.000 {built-in method builtins.sum}
       15    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      645    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       21    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:2529(get_tick_space)
      381    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1244(set_ydata)
       62    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\lines.py:1098(set_linestyle)
      138    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1268(is_math_text)
      144    0.000    0.000    0.005    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:806(from_bounds)
       70    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\shape_base.py:140(atleast_3d)
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
     1291    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       48    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:204(broadcast_arrays)
       20    0.000    0.000    0.085    0.004 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1091(<listcomp>)
      258    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      159    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\font_manager.py:832(set_style)
  194/193    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:1041(get_points)
      255    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\colors.py:124(_is_nth_color)
       40    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\_methods.py:245(_ptp)
      358    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       28    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\patches.py:523(_bind_draw_path_function)
     27/3    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\sre_compile.py:71(_compile)
      255    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\re.py:188(match)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\json\encoder.py:204(iterencode)
       46    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       15    0.000    0.000    0.019    0.001 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:188(draw_text)
       53    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\offsetbox.py:137(_get_aligned_offsets)
      170    0.000    0.000    0.005    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:2342(transform_affine)
        2    0.000    0.000    0.058    0.029 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axes\_base.py:4095(get_tightbbox)
      100    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\path.py:193(_update_values)
      286    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\artist.py:367(get_transform)
       42    0.000    0.000    0.017    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\ticker.py:2287(__call__)
       56    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      202    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       42    0.000    0.000    0.014    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\ticker.py:2291(tick_values)
       10    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:672(intersection)
      147    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:357(width)
      262    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFBE1F8B810}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
      179    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:438(__exit__)
       42    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1333(_get_tick_label_size)
      159    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\font_manager.py:842(set_variant)
       40    0.000    0.000    0.011    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\ticker.py:788(set_locs)
       40    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\ticker.py:263(<listcomp>)
  164/162    0.000    0.000    0.006    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\axis.py:1944(getter)
       42    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\_methods.py:106(_clip)
       89    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\transforms.py:2276(__init__)
      451    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\lib\site-packages\matplotlib\artist.py:177(convert_yunits)
      169    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(reshape)
      179    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
      235    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
