         52189 function calls (51126 primitive calls) in 5.096 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\range.py:395(_shallow_copy)
        6    0.000    0.000    0.022    0.004 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1844(_multi_blockify)
        9    0.000    0.000    0.004    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:3783(_get_item_cache)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\cast.py:698(_ensure_dtype_type)
        3    0.000    0.000    2.527    0.842 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:2059(read)
        3    0.000    0.000    0.000    0.000 {method 'normalize' of 'pandas._libs.tslibs.timestamps._Timestamp' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\frame.py:6603(groupby)
       17    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\cast.py:1273(maybe_infer_to_datetimelike)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\urllib\parse.py:412(urlsplit)
       32    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:4279(__getitem__)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\format.py:468(__init__)
        3    0.000    0.000    0.014    0.005 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\ops.py:876(group_info)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\common.py:198(asarray_tuplesafe)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:538(name)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:4230(__contains__)
        3    0.000    0.000    2.702    0.901 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1055(read)
       18    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:6137(_maybe_asobject)
       15    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimelike.py:288(_get_getitem_freq)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:439(_set_axis)
        3    0.000    0.000    1.343    0.448 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\tools\datetimes.py:609(to_datetime)
        6    0.000    0.000    0.086    0.014 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:372(apply)
      247    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2165(fill_value)
       12    0.000    0.000    0.006    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\extension.py:310(astype)
        3    0.000    0.000    0.004    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\datetimelike.py:234(min)
      408    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
    72/69    0.000    0.000    0.001    0.000 {built-in method builtins.all}
      104    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1551(_is_dtype)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\missing.py:244(_isna_string_dtype)
       12    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimelike.py:337(astype)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\_asarray.py:382(<setcomp>)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:132(<listcomp>)
       18    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexers.py:363(check_array_indexer)
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimelike.py:1787(maybe_infer_freq)
        3    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        3    0.000    0.000    0.342    0.114 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:7983(resample)
       45    0.000    0.000    0.003    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\missing.py:50(isna)
       12    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:583(astype)
        3    0.000    0.000    0.174    0.058 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:86(__init__)
       12    0.000    0.000    0.008    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:276(make_block)
        6    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       84    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:912(is_datetime64_any_dtype)
       48    0.000    0.000    0.005    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:4070(_values)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\missing.py:264(notna)
       27    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.checknull}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:394(validate_integer)
        6    0.000    0.000    0.017    0.003 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:4749(argsort)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1509(_maybe_dedup_names)
       59    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\range.py:747(__len__)
        3    0.000    0.000    0.002    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:733(to_native_types)
        3    0.000    0.000    0.060    0.020 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1829(_simple_blockify)
        3    0.000    0.000    0.058    0.019 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:615(_format_native_types)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\lib\index_tricks.py:317(__getitem__)
       36    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       72    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:602(condition)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:6023(_maybe_cast_data_without_dtype)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:354(_generate_range)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\fromnumeric.py:70(_wrapreduction)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:318(_verify_integrity)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1545(__init__)
        3    0.000    0.000    0.015    0.005 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:365(delete)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\groupby.py:518(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:1710(_get_timestamp_range_edges)
        6    0.000    0.000    0.000    0.000 {method 'to_datetime64' of 'pandas._libs.tslibs.nattype._NaT' objects}
        3    0.000    0.000    0.175    0.058 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\construction.py:241(init_dict)
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:488(name)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\inference.py:263(is_dict_like)
        6    0.000    0.000    0.002    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\common.py:81(close)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:4393(equals)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\frame.py:3306(_box_col_values)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\urllib\parse.py:361(urlparse)
        3    0.000    0.000    0.176    0.059 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:223(save)
        9    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
        3    0.000    0.000    0.180    0.060 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\format.py:1034(to_csv)
        3    0.000    0.000    0.003    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\generic.py:1688(_wrap_agged_blocks)
        3    0.000    0.000    0.331    0.110 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:1447(_get_resampler)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:5449(__getattr__)
        7    0.000    0.000    0.006    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\textwrap.py:414(dedent)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:324(getitem_block)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:1834(_adjust_dates_anchored)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:876(_clean_options)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\common.py:846(_is_binary_mode)
        6    0.000    0.000    0.004    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\cast.py:161(maybe_downcast_to_dtype)
    38/36    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\typing.py:248(inner)
       15    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\dtypes.py:870(construct_from_string)
    51/30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\typing.py:669(__hash__)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:1355(__init__)
   206/24    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\abc.py:141(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\dtypes.py:1078(construct_from_string)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\flags.py:83(allows_duplicate_labels)
       24    0.000    0.000    0.005    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2515(_maybe_coerce_values)
      108    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\extension.py:58(fget)
        6    0.000    0.000    0.023    0.004 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\_mixins.py:60(take)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:689(_consolidate_check)
       60    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:347(dtype)
       12    0.000    0.000    0.007    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\ops.py:914(groupings)
        3    0.000    0.000    0.003    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\tools\datetimes.py:143(_maybe_cache)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:824(_get_options_with_defaults)
        3    0.000    0.000    0.019    0.006 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1039(_make_engine)
        3    0.000    0.000    0.073    0.024 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\frame.py:3231(_set_item)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\dtypes.py:711(construct_from_string)
        3    0.000    0.000    0.020    0.007 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:780(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\_ranges.py:13(generate_regular_range)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\range.py:85(__new__)
       42    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
        6    0.000    0.000    0.017    0.003 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\ops.py:434(_get_cython_func_and_vals)
        3    0.000    0.000    0.001    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
       66    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:1232(name)
        3    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.timezones.infer_tzinfo}
        3    0.000    0.000    0.085    0.028 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1690(create_block_manager_from_arrays)
        3    0.000    0.000    0.002    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexing.py:1505(_get_slice_axis)
       10    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\re.py:273(_compile)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\numeric.py:75(zeros_like)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2185(iget)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1187(needs_i8_conversion)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\common.py:438(infer_compression)
       12    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:3036(get_loc)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\generic.py:1029(cast_agg_result)
        3    0.000    0.000    0.002    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:3803(_slice)
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:2209(_validate_dt64_dtype)
       39    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1626(internal_values)
       12    0.000    0.000    0.007    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\ops.py:917(<listcomp>)
       84    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:210(ndim)
       33    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimelike.py:235(asi8)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\common.py:1743(validate_all_hashable)
        3    0.000    0.000    1.333    0.444 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\tools\datetimes.py:267(_convert_listlike_datetimes)
        6    0.000    0.000    0.008    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\_mixins.py:151(copy)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:456(_get_axis_number)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\_mixins.py:122(reshape)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2748(extend_blocks)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2240(_maybe_coerce_values)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\nanops.py:243(_get_values)
        3    0.000    0.000    0.097    0.032 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\groupby.py:1642(sum)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\_ufunc_config.py:438(__exit__)
       44    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\common.py:129(cast_scalar_indexer)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.202    0.067 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\tseries\frequencies.py:120(infer_freq)
        3    0.000    0.000    0.089    0.030 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\generic.py:1020(_cython_agg_blocks)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:2182(array_values)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:38(__init__)
        3    0.000    0.000    0.004    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\frame.py:3833(_sanitize_column)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\base.py:5287(_maybe_cast_indexer)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\extension.py:216(_shallow_copy)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\_ufunc_config.py:433(__enter__)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        3    0.000    0.000    0.003    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1987(close)
       35    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\multiarray.py:143(concatenate)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1371(_validate_parse_dates_presence)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:690(<listcomp>)
        3    0.000    0.000    0.332    0.111 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:1306(get_resampler)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:470(_get_axis)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:5522(_protect_consolidate)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:150(from_blocks)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\fromnumeric.py:2355(all)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\typing.py:113(_type_check)
        6    0.000    0.000    0.005    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:372(_init_dict)
        2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap_external>:793(get_code)
       39    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\typing.py:709(__setattr__)
        3    0.000    0.000    1.332    0.444 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:2032(objects_to_datetime64ns)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\typing.py:814(__new__)
       72    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        6    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.014    0.005 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:197(_get_binner)
        3    0.000    0.000    0.005    0.002 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\indexes\range.py:152(_data)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:551(__array__)
        3    0.000    0.000    0.095    0.032 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\groupby.py:1011(_agg_general)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:159(_number_format)
        3    0.000    0.000    0.092    0.031 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\groupby\generic.py:1012(_cython_agg_general)
      136    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1356(find_spec)
       99    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:208(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:37(CSVFormatter)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\parsers.py:1097(_is_potential_multi_index)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\missing.py:350(isna_compat)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\blocks.py:403(_split_op_result)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\dtypes\dtypes.py:277(construct_from_string)
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\_mixins.py:110(ndim)
       14    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:1013(iget_values)
        3    0.000    0.000    0.169    0.056 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\construction.py:62(arrays_to_mgr)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\common.py:126(_expand_user)
        3    0.000    0.000    0.013    0.004 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:1037(_get_binner_for_time)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:4149(_reduce)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:476(_get_block_manager_axis)
       36    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\_config\config.py:86(_get_single_key)
       72    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\datetimes.py:2251(validate_tz_from_dtype)
        3    0.000    0.000    0.073    0.024 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\frame.py:3147(__setitem__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\base.py:796(__iter__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\generic.py:4564(reindex)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:681(is_consolidated)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\_config\config.py:555(_get_root)
       39    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\series.py:585(_values)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\arrays\sparse\dtype.py:187(construct_from_string)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\numpy\core\shape_base.py:82(atleast_2d)
        3    0.000    0.000    0.002    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\internals\managers.py:776(get_slice)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\io\formats\csvs.py:3(<module>)
        1    0.000    0.000    0.006    0.006 C:\Users\Admin\anaconda3\envs\Numan\lib\site-packages\pandas\core\resample.py:49(Resampler)
